CODIGO VALVULA REFERENCIA;ID_USUARIO;GRUPO_USUARIO;ESTRATO;CLASE_SERVICIO;PRESION_SISTEMA;KPT_SISTEMA;TIPO_MEDIDOR;PERIODO;CONSUMO
VALVULA_2;USU_18;No Residencial;-;INDUSTRIAL;0.2;1.002916836;EPMGMR-12(G10);202410;596.251
VALVULA_2;USU_19;No Residencial;-;INDUSTRIAL;1;1.781881369;EPMGDELTA G65;202410;192.864
VALVULA_2;USU_21;No Residencial;-;COMERCIAL;0.14;0.944494496;EPMGG6(G6);202410;515.694
VALVULA_2;USU_2;No Residencial;-;INDUSTRIAL;0.55;1.343713819;EPMGTYL G40;202411;115.548
VALVULA_2;USU_3;No Residencial;-;COMERCIAL;0.2;1.002916836;EPMG1177;202411;19.903
VALVULA_2;USU_4;No Residencial;-;COMERCIAL;0.15;0.954231553;EPMG1117;202411;243.148
VALVULA_2;USU_5;No Residencial;-;COMERCIAL;0.03;0.837386873;EPMG1854;202411;98.352
VALVULA_2;USU_6;No Residencial;-;INDUSTRIAL;0.55;1.343713819;EPMGG10;202411;13.252
VALVULA_2;USU_18;No Residencial;-;INDUSTRIAL;0.2;1.002916836;EPMGMR-12(G10);202411;562.35
VALVULA_2;USU_19;No Residencial;-;INDUSTRIAL;1;1.781881369;EPMGDELTA G65;202411;132.147
VALVULA_2;USU_21;No Residencial;-;COMERCIAL;0.14;0.944494496;EPMGG6(G6);202411;529.861
VALVULA_2;USU_2;No Residencial;-;INDUSTRIAL;0.55;1.343713819;EPMGTYL G40;202412;337.346
VALVULA_2;USU_3;No Residencial;-;COMERCIAL;0.2;1.002916836;EPMG1177;202412;9.951
VALVULA_2;USU_4;No Residencial;-;COMERCIAL;0.15;0.954231553;EPMG1117;202412;249.796
VALVULA_2;USU_5;No Residencial;-;COMERCIAL;0.03;0.837386873;EPMG1854;202412;76.681
VALVULA_2;USU_6;No Residencial;-;INDUSTRIAL;0.55;1.343713819;EPMGG10;202412;11.927
VALVULA_2;USU_18;No Residencial;-;INDUSTRIAL;0.2;1.002916836;EPMGMR-12(G10);202412;553.376
VALVULA_2;USU_21;No Residencial;-;COMERCIAL;0.14;0.944494496;EPMGG6(G6);202412;255.014
VALVULA_2;USU_2;No Residencial;-;INDUSTRIAL;0.55;1.343713819;EPMGTYL G40;202501;350.628
VALVULA_2;USU_3;No Residencial;-;COMERCIAL;0.2;1.002916836;EPMG1177;202501;10.946
VALVULA_2;USU_4;No Residencial;-;COMERCIAL;0.15;0.954231553;EPMG1117;202501;320.081
VALVULA_2;USU_5;No Residencial;-;COMERCIAL;0.03;0.837386873;EPMG1854;202501;125.024
VALVULA_2;USU_6;No Residencial;-;INDUSTRIAL;0.55;1.343713819;EPMGG10;202501;1.325
VALVULA_2;USU_18;No Residencial;-;INDUSTRIAL;0.2;1.002916836;EPMGMR-12(G10);202501;654.081
VALVULA_2;USU_19;No Residencial;-;INDUSTRIAL;1;1.781881369;EPMGDELTA G65;202501;175.006
VALVULA_2;USU_21;No Residencial;-;COMERCIAL;0.14;0.944494496;EPMGG6(G6);202501;267.292
VALVULA_2;USU_2;No Residencial;-;INDUSTRIAL;0.55;1.343713819;EPMGTYL G40;202502;90.313
VALVULA_2;USU_3;No Residencial;-;COMERCIAL;0.2;1.002916836;EPMG1177;202502;3.981
VALVULA_2;USU_4;No Residencial;-;COMERCIAL;0.15;0.954231553;EPMG1117;202502;271.641
VALVULA_2;USU_5;No Residencial;-;COMERCIAL;0.03;0.837386873;EPMG1854;202502;100.019
VALVULA_2;USU_18;No Residencial;-;INDUSTRIAL;0.2;1.002916836;EPMGMR-12(G10);202502;574.315
VALVULA_2;USU_19;No Residencial;-;INDUSTRIAL;1;1.781881369;EPMGDELTA G65;202502;514.304
VALVULA_2;USU_21;No Residencial;-;COMERCIAL;0.14;0.944494496;EPMGG6(G6);202502;181.343
VALVULA_2;USU_2;No Residencial;-;INDUSTRIAL;0.55;1.343713819;EPMGTYL G40;202503;395.784
VALVULA_2;USU_3;No Residencial;-;COMERCIAL;0.2;1.002916836;EPMG1177;202503;4.976
VALVULA_2;USU_4;No Residencial;-;COMERCIAL;0.15;0.954231553;EPMG1117;202503;289.688
VALVULA_2;USU_5;No Residencial;-;COMERCIAL;0.03;0.837386873;EPMG1854;202503;79.182
VALVULA_2;USU_6;No Residencial;-;INDUSTRIAL;0.55;1.343713819;EPMGG10;202503;7.951
VALVULA_2;USU_18;No Residencial;-;INDUSTRIAL;0.2;1.002916836;EPMGMR-12(G10);202503;615.195
VALVULA_2;USU_19;No Residencial;-;INDUSTRIAL;1;1.781881369;EPMGDELTA G65;202503;721.263
VALVULA_2;USU_21;No Residencial;-;COMERCIAL;0.14;0.944494496;EPMGG6(G6);202503;246.513
VALVULA_2;USU_2;No Residencial;-;INDUSTRIAL;0.55;1.343713819;EPMGTYL G40;202504;0
VALVULA_2;USU_2;No Residencial;-;INDUSTRIAL;0.55;1.343713819;EPMGTYL G40;202504;260.314
VALVULA_2;USU_3;No Residencial;-;COMERCIAL;0.2;1.002916836;EPMG1177;202504;0
VALVULA_2;USU_3;No Residencial;-;COMERCIAL;0.2;1.002916836;EPMG1177;202504;4.976
VALVULA_2;USU_4;No Residencial;-;COMERCIAL;0.15;0.954231553;EPMG1117;202504;0
VALVULA_2;USU_4;No Residencial;-;COMERCIAL;0.15;0.954231553;EPMG1117;202504;266.892
VALVULA_2;USU_5;No Residencial;-;COMERCIAL;0.03;0.837386873;EPMG1854;202504;0
VALVULA_2;USU_5;No Residencial;-;COMERCIAL;0.03;0.837386873;EPMG1854;202504;90.017
VALVULA_2;USU_6;No Residencial;-;INDUSTRIAL;0.55;1.343713819;EPMGG10;202504;0
VALVULA_2;USU_6;No Residencial;-;INDUSTRIAL;0.55;1.343713819;EPMGG10;202504;17.228
VALVULA_2;USU_18;No Residencial;-;INDUSTRIAL;0.2;1.002916836;EPMGMR-12(G10);202504;0
VALVULA_2;USU_18;No Residencial;-;INDUSTRIAL;0.2;1.002916836;EPMGMR-12(G10);202504;700.943
VALVULA_2;USU_19;No Residencial;-;INDUSTRIAL;1;1.781881369;EPMGDELTA G65;202504;0
VALVULA_2;USU_19;No Residencial;-;INDUSTRIAL;1;1.781881369;EPMGDELTA G65;202504;1143.033
VALVULA_2;USU_21;No Residencial;-;COMERCIAL;0.14;0.944494496;EPMGG6(G6);202504;0
VALVULA_2;USU_21;No Residencial;-;COMERCIAL;0.14;0.944494496;EPMGG6(G6);202504;225.734
VALVULA_2;USU_2;No Residencial;-;INDUSTRIAL;0.55;1.343713819;EPMGTYL G40;202505;231.095
VALVULA_2;USU_3;No Residencial;-;COMERCIAL;0.2;1.002916836;EPMG1177;202505;1.99
VALVULA_2;USU_4;No Residencial;-;COMERCIAL;0.15;0.954231553;EPMG1117;202505;245.047
VALVULA_2;USU_5;No Residencial;-;COMERCIAL;0.03;0.837386873;EPMG1854;202505;85.016
VALVULA_2;USU_6;No Residencial;-;INDUSTRIAL;0.55;1.343713819;EPMGG10;202505;10.602
VALVULA_2;USU_18;No Residencial;-;INDUSTRIAL;0.2;1.002916836;EPMGMR-12(G10);202505;677.014
VALVULA_2;USU_19;No Residencial;-;INDUSTRIAL;1;1.781881369;EPMGDELTA G65;202505;2037.966
VALVULA_2;USU_21;No Residencial;-;COMERCIAL;0.14;0.944494496;EPMGG6(G6);202505;201.177
VALVULA_2;USU_2;No Residencial;-;INDUSTRIAL;0.55;1.343713819;EPMGTYL G40;202506;458.206
VALVULA_2;USU_3;No Residencial;-;COMERCIAL;0.2;1.002916836;EPMG1177;202506;3.981
VALVULA_2;USU_4;No Residencial;-;COMERCIAL;0.15;0.954231553;EPMG1117;202506;233.65
VALVULA_2;USU_5;No Residencial;-;COMERCIAL;0.03;0.837386873;EPMG1854;202506;95.018
VALVULA_2;USU_6;No Residencial;-;INDUSTRIAL;0.55;1.343713819;EPMGG10;202506;5.301
VALVULA_2;USU_11;No Residencial;-;INDUSTRIAL;0.350638243;1.149594147;EPMGG10;202506;1.15
VALVULA_2;USU_18;No Residencial;-;INDUSTRIAL;0.2;1.002916836;EPMGMR-12(G10);202506;670.034
VALVULA_2;USU_19;No Residencial;-;INDUSTRIAL;1;1.781881369;EPMGDELTA G65;202506;1708.347
VALVULA_2;USU_21;No Residencial;-;COMERCIAL;0.14;0.944494496;EPMGG6(G6);202506;205.9
VALVULA_2;USU_2;No Residencial;-;INDUSTRIAL;0.55;1.343713819;EPMGTYL G40;202507;255.002
VALVULA_2;USU_3;No Residencial;-;COMERCIAL;0.2;1.002916836;EPMG1177;202507;3.981
VALVULA_2;USU_4;No Residencial;-;COMERCIAL;0.15;0.954231553;EPMG1117;202507;250.746
VALVULA_2;USU_5;No Residencial;-;COMERCIAL;0.03;0.837386873;EPMG1854;202507;80.389
VALVULA_2;USU_6;No Residencial;-;INDUSTRIAL;0.55;1.343713819;EPMGG10;202507;13.252
VALVULA_2;USU_18;No Residencial;-;INDUSTRIAL;0.2;1.002916836;EPMGMR-12(G10);202507;656.075
VALVULA_2;USU_19;No Residencial;-;INDUSTRIAL;1;1.781881369;EPMGDELTA G65;202507;1123.539
VALVULA_2;USU_21;No Residencial;-;COMERCIAL;0.14;0.944494496;EPMGG6(G6);202507;194.566
VALVULA_2;USU_2;No Residencial;-;INDUSTRIAL;0.55;1.343713819;EPMGTYL G40;202508;224.4
VALVULA_2;USU_3;No Residencial;-;COMERCIAL;0.2;1.002916836;EPMG1177;202508;2.006
VALVULA_2;USU_4;No Residencial;-;COMERCIAL;0.15;0.954231553;EPMG1117;202508;212.794
VALVULA_2;USU_5;No Residencial;-;COMERCIAL;0.03;0.837386873;EPMG1854;202508;77.04
VALVULA_2;USU_6;No Residencial;-;INDUSTRIAL;0.55;1.343713819;EPMGG10;202508;8.062
VALVULA_2;USU_18;No Residencial;-;INDUSTRIAL;0.2;1.002916836;EPMGMR-12(G10);202508;744.164
VALVULA_2;USU_19;No Residencial;-;INDUSTRIAL;1;1.781881369;EPMGDELTA G65;202508;146.114
VALVULA_2;USU_21;No Residencial;-;COMERCIAL;0.14;0.944494496;EPMGG6(G6);202508;170.009
VALVULA_2;USU_2;No Residencial;-;INDUSTRIAL;0.55;1.343713819;EPMGTYL G40;202509;67.186
VALVULA_2;USU_3;No Residencial;-;COMERCIAL;0.2;1.002916836;EPMG1177;202509;3.009
VALVULA_2;USU_4;No Residencial;-;COMERCIAL;0.15;0.954231553;EPMG1117;202509;236.649
VALVULA_2;USU_5;No Residencial;-;COMERCIAL;0.03;0.837386873;EPMG1854;202509;81.227
VALVULA_2;USU_6;No Residencial;-;INDUSTRIAL;0.55;1.343713819;EPMGG10;202509;12.093
VALVULA_2;USU_18;No Residencial;-;INDUSTRIAL;0.2;1.002916836;EPMGMR-12(G10);202509;876.549
VALVULA_2;USU_19;No Residencial;-;INDUSTRIAL;1;1.781881369;EPMGDELTA G65;202509;2172.113
VALVULA_2;USU_21;No Residencial;-;COMERCIAL;0.14;0.944494496;EPMGG6(G6);202509;181.343
VALVULA_2;USU_3;No Residencial;-;COMERCIAL;0.2;1.002916836;EPMG1177;202510;3.009
VALVULA_2;USU_4;No Residencial;-;COMERCIAL;0.15;0.954231553;EPMG1117;202510;232.832
VALVULA_2;USU_5;No Residencial;-;COMERCIAL;0.03;0.837386873;EPMG1854;202510;77.877
VALVULA_2;USU_6;No Residencial;-;INDUSTRIAL;0.55;1.343713819;EPMGG10;202510;9.406
VALVULA_2;USU_18;No Residencial;-;INDUSTRIAL;0.2;1.002916836;EPMGMR-12(G10);202510;900.619
VALVULA_2;USU_19;No Residencial;-;INDUSTRIAL;1;1.781881369;EPMGDELTA G65;202510;1694.569
VALVULA_2;USU_21;No Residencial;-;COMERCIAL;0.14;0.944494496;EPMGG6(G6);202510;205.9
VALVULA_2;USU_3;No Residencial;-;COMERCIAL;0.2;1.002916836;EPMG1177;202511;5.015
VALVULA_2;USU_4;No Residencial;-;COMERCIAL;0.15;0.954231553;EPMG1117;202511;234.741
VALVULA_2;USU_5;No Residencial;-;COMERCIAL;0.03;0.837386873;EPMG1854;202511;30.146
VALVULA_2;USU_6;No Residencial;-;INDUSTRIAL;0.55;1.343713819;EPMGG10;202511;1.344
VALVULA_2;USU_18;No Residencial;-;INDUSTRIAL;0.2;1.002916836;EPMGMR-12(G10);202511;1069.109
VALVULA_2;USU_19;No Residencial;-;INDUSTRIAL;1;1.781881369;EPMGDELTA G65;202511;10.691
VALVULA_2;USU_21;No Residencial;-;COMERCIAL;0.14;0.944494496;EPMGG6(G6);202511;305.072
VALVULA_3;USU_7;No Residencial;-;INDUSTRIAL;0.023;;EPMGND;202503;24800.214
VALVULA_3;USU_7;No Residencial;-;INDUSTRIAL;0.023;;EPMGND;202504;0
VALVULA_3;USU_7;No Residencial;-;INDUSTRIAL;0.023;;EPMGND;202504;28208.261
VALVULA_3;USU_7;No Residencial;-;INDUSTRIAL;0.023;;EPMGND;202505;36357.732
VALVULA_3;USU_7;No Residencial;-;INDUSTRIAL;0.023;;EPMGND;202506;28126.593
VALVULA_3;USU_7;No Residencial;-;INDUSTRIAL;0.023;;EPMGND;202507;33540.204
VALVULA_3;USU_7;No Residencial;-;INDUSTRIAL;0.023;;EPMGND;202508;29788.73567
VALVULA_3;USU_7;No Residencial;-;INDUSTRIAL;0.023;;EPMGND;202509;30897.52867
VALVULA_3;USU_7;No Residencial;-;INDUSTRIAL;0.023;;EPMGND;202510;32674.843
VALVULA_3;USU_7;No Residencial;-;INDUSTRIAL;0.023;;EPMGND;202511;30485.17756
VALVULA_4;USU_8;No Residencial;-;INDUSTRIAL;0.35;1.148972686;EPMGG10;202408;2327.122
VALVULA_4;USU_9;No Residencial;-;INDUSTRIAL;0.32;1.119761516;EPMGMR-8(G6);202408;606.025
VALVULA_4;USU_10;No Residencial;-;INDUSTRIAL;0.6;1.392399103;EPMGDELTA G40;202408;10971.825
VALVULA_4;USU_12;No Residencial;-;COMERCIAL;0.2;1.002916836;EPMGG2.5;202408;636.804
VALVULA_4;USU_13;No Residencial;-;COMERCIAL;0.16;0.962994904;EPMGG-6;202408;2.889
VALVULA_4;USU_14;No Residencial;-;INDUSTRIAL;0.4;1.19765797;EPMGG10;202408;690.591
VALVULA_4;USU_15;No Residencial;-;INDUSTRIAL;1.055;1.835435181;EPMGDELTA G25;202408;8197.054
VALVULA_4;USU_16;No Residencial;-;INDUSTRIAL;0.91;1.694247859;EPMGG25;202408;589.598
VALVULA_4;USU_17;No Residencial;-;INDUSTRIAL;0.4;1.19765797;EPMGMR-12(G10);202408;125.024
VALVULA_4;USU_20;No Residencial;-;INDUSTRIAL;1.049;1.829592947;EPMGIM-RM G25;202408;11.798
VALVULA_4;USU_20;No Residencial;-;INDUSTRIAL;1.049;1.829592947;EPMGIM-RM G25;202408;15.84
VALVULA_4;USU_20;No Residencial;-;INDUSTRIAL;1.049;1.829592947;EPMGIM-RM G25;202408;19.01
VALVULA_4;USU_20;No Residencial;-;INDUSTRIAL;1.049;1.829592947;EPMGIM-RM G25;202408;21.334
VALVULA_4;USU_20;No Residencial;-;INDUSTRIAL;1.049;1.829592947;EPMGIM-RM G25;202408;4455.059
VALVULA_4;USU_22;No Residencial;-;INDUSTRIAL;0.4;1.19765797;EPMGFMR DN40 G40;202408;10.341
VALVULA_4;USU_8;No Residencial;-;INDUSTRIAL;0.35;1.148972686;EPMGG10;202409;1680.511
VALVULA_4;USU_9;No Residencial;-;INDUSTRIAL;0.32;1.119761516;EPMGMR-8(G6);202409;195.707
VALVULA_4;USU_10;No Residencial;-;INDUSTRIAL;0.6;1.392399103;EPMGDELTA G40;202409;12612.121
VALVULA_4;USU_12;No Residencial;-;COMERCIAL;0.2;1.002916836;EPMGG2.5;202409;631.935
VALVULA_4;USU_13;No Residencial;-;COMERCIAL;0.16;0.962994904;EPMGG-6;202409;95.336
VALVULA_4;USU_15;No Residencial;-;INDUSTRIAL;1.055;1.835435181;EPMGDELTA G25;202409;8266.8
VALVULA_4;USU_16;No Residencial;-;INDUSTRIAL;0.91;1.694247859;EPMGG25;202409;320.213
VALVULA_4;USU_17;No Residencial;-;INDUSTRIAL;0.4;1.19765797;EPMGMR-12(G10);202409;88.802
VALVULA_4;USU_20;No Residencial;-;INDUSTRIAL;1.049;1.829592947;EPMGIM-RM G25;202409;4833.785
VALVULA_4;USU_8;No Residencial;-;INDUSTRIAL;0.35;1.148972686;EPMGG10;202410;2140.273
VALVULA_4;USU_9;No Residencial;-;INDUSTRIAL;0.32;1.119761516;EPMGMR-8(G6);202410;143.444
VALVULA_4;USU_10;No Residencial;-;INDUSTRIAL;0.6;1.392399103;EPMGDELTA G40;202410;14893.007
VALVULA_4;USU_12;No Residencial;-;COMERCIAL;0.2;1.002916836;EPMGG2.5;202410;717.621
VALVULA_4;USU_13;No Residencial;-;COMERCIAL;0.16;0.962994904;EPMGG-6;202410;101.114
VALVULA_4;USU_14;No Residencial;-;INDUSTRIAL;0.4;1.19765797;EPMGG10;202410;169.172
VALVULA_4;USU_15;No Residencial;-;INDUSTRIAL;1.055;1.835435181;EPMGDELTA G25;202410;9169.834
VALVULA_4;USU_16;No Residencial;-;INDUSTRIAL;0.91;1.694247859;EPMGG25;202410;1013.16
VALVULA_4;USU_17;No Residencial;-;INDUSTRIAL;0.4;1.19765797;EPMGMR-12(G10);202410;158.909
VALVULA_4;USU_20;No Residencial;-;INDUSTRIAL;1.049;1.829592947;EPMGIM-RM G25;202410;5009.425
VALVULA_4;USU_8;No Residencial;-;INDUSTRIAL;0.35;1.148972686;EPMGG10;202411;2192.365
VALVULA_4;USU_9;No Residencial;-;INDUSTRIAL;0.32;1.119761516;EPMGMR-8(G6);202411;385.854
VALVULA_4;USU_10;No Residencial;-;INDUSTRIAL;0.6;1.392399103;EPMGDELTA G40;202411;13904.392
VALVULA_4;USU_12;No Residencial;-;COMERCIAL;0.2;1.002916836;EPMGG2.5;202411;746.832
VALVULA_4;USU_13;No Residencial;-;COMERCIAL;0.16;0.962994904;EPMGG-6;202411;6.741
VALVULA_4;USU_14;No Residencial;-;INDUSTRIAL;0.4;1.19765797;EPMGG10;202411;1141.329
VALVULA_4;USU_15;No Residencial;-;INDUSTRIAL;1.055;1.835435181;EPMGDELTA G25;202411;8874.329
VALVULA_4;USU_16;No Residencial;-;INDUSTRIAL;0.91;1.694247859;EPMGG25;202411;891.174
VALVULA_4;USU_17;No Residencial;-;INDUSTRIAL;0.4;1.19765797;EPMGMR-12(G10);202411;136.708
VALVULA_4;USU_20;No Residencial;-;INDUSTRIAL;1.049;1.829592947;EPMGIM-RM G25;202411;4592.278
VALVULA_4;USU_23;No Residencial;-;INDUSTRIAL;1;1.781881369;EPMGAC-630;202411;684.242
VALVULA_4;USU_8;No Residencial;-;INDUSTRIAL;0.35;1.148972686;EPMGG10;202412;2019.104
VALVULA_4;USU_9;No Residencial;-;INDUSTRIAL;0.32;1.119761516;EPMGMR-8(G6);202412;128.989
VALVULA_4;USU_10;No Residencial;-;INDUSTRIAL;0.6;1.392399103;EPMGDELTA G40;202412;13584.098
VALVULA_4;USU_12;No Residencial;-;COMERCIAL;0.2;1.002916836;EPMGG2.5;202412;666.988
VALVULA_4;USU_13;No Residencial;-;COMERCIAL;0.16;0.962994904;EPMGG-6;202412;1.926
VALVULA_4;USU_14;No Residencial;-;INDUSTRIAL;0.4;1.19765797;EPMGG10;202412;821.525
VALVULA_4;USU_15;No Residencial;-;INDUSTRIAL;1.055;1.835435181;EPMGDELTA G25;202412;9248.758
VALVULA_4;USU_16;No Residencial;-;INDUSTRIAL;0.91;1.694247859;EPMGG25;202412;1451.97
VALVULA_4;USU_17;No Residencial;-;INDUSTRIAL;0.4;1.19765797;EPMGMR-12(G10);202412;105.16
VALVULA_4;USU_20;No Residencial;-;INDUSTRIAL;1.049;1.829592947;EPMGIM-RM G25;202412;4471.525
VALVULA_4;USU_22;No Residencial;-;INDUSTRIAL;0.4;1.19765797;EPMGFMR DN40 G40;202412;141.324
VALVULA_4;USU_23;No Residencial;-;INDUSTRIAL;1;1.781881369;EPMGAC-630;202412;1535.982
VALVULA_4;USU_8;No Residencial;-;INDUSTRIAL;0.35;1.148972686;EPMGG10;202501;1724.675
VALVULA_4;USU_9;No Residencial;-;INDUSTRIAL;0.32;1.119761516;EPMGMR-8(G6);202501;385.854
VALVULA_4;USU_10;No Residencial;-;INDUSTRIAL;0.6;1.392399103;EPMGDELTA G40;202501;13150.105
VALVULA_4;USU_12;No Residencial;-;COMERCIAL;0.2;1.002916836;EPMGG2.5;202501;888.993
VALVULA_4;USU_13;No Residencial;-;COMERCIAL;0.16;0.962994904;EPMGG-6;202501;10.593
VALVULA_4;USU_14;No Residencial;-;INDUSTRIAL;0.4;1.19765797;EPMGG10;202501;447.262
VALVULA_4;USU_15;No Residencial;-;INDUSTRIAL;1.055;1.835435181;EPMGDELTA G25;202501;10107.742
VALVULA_4;USU_16;No Residencial;-;INDUSTRIAL;0.91;1.694247859;EPMGG25;202501;813.239
VALVULA_4;USU_17;No Residencial;-;INDUSTRIAL;0.4;1.19765797;EPMGMR-12(G10);202501;132.034
VALVULA_4;USU_20;No Residencial;-;INDUSTRIAL;1.049;1.829592947;EPMGIM-RM G25;202501;4786.215
VALVULA_4;USU_22;No Residencial;-;INDUSTRIAL;0.4;1.19765797;EPMGFMR DN40 G40;202501;319.884
VALVULA_4;USU_23;No Residencial;-;INDUSTRIAL;1;1.781881369;EPMGAC-630;202501;1024.582
VALVULA_4;USU_8;No Residencial;-;INDUSTRIAL;0.35;1.148972686;EPMGG10;202502;1560.474
VALVULA_4;USU_9;No Residencial;-;INDUSTRIAL;0.32;1.119761516;EPMGMR-8(G6);202502;58.935
VALVULA_4;USU_10;No Residencial;-;INDUSTRIAL;0.6;1.392399103;EPMGDELTA G40;202502;10339.555
VALVULA_4;USU_12;No Residencial;-;COMERCIAL;0.2;1.002916836;EPMGG2.5;202502;692.305
VALVULA_4;USU_14;No Residencial;-;INDUSTRIAL;0.4;1.19765797;EPMGG10;202502;420.612
VALVULA_4;USU_15;No Residencial;-;INDUSTRIAL;1.055;1.835435181;EPMGDELTA G25;202502;6950.793
VALVULA_4;USU_16;No Residencial;-;INDUSTRIAL;0.91;1.694247859;EPMGG25;202502;171.119
VALVULA_4;USU_17;No Residencial;-;INDUSTRIAL;0.4;1.19765797;EPMGMR-12(G10);202502;87.634
VALVULA_4;USU_20;No Residencial;-;INDUSTRIAL;1.049;1.829592947;EPMGIM-RM G25;202502;1621.019
VALVULA_4;USU_22;No Residencial;-;INDUSTRIAL;0.4;1.19765797;EPMGFMR DN40 G40;202502;184.77
VALVULA_4;USU_23;No Residencial;-;INDUSTRIAL;1;1.781881369;EPMGAC-630;202502;165.715
