VALVULA;PERIODO;AÑO;MES;FECHA;VOLUMEN_ENTRADA_FINAL;VOLUMEN_SALIDA_FINAL;PERDIDAS_FINAL;INDICE_PERDIDAS_FINAL;PRESION_FINAL;TEMPERATURA_FINAL;KPT_FINAL;NUM_USUARIOS;NUM_REGISTROS;TIENE_MACROMEDIDOR;PERIODO_A_PREDECIR;MESES_DESDE_RETIRO;VOLUMEN_ENTRADA_MACRO;VOLUMEN_SALIDA_USUARIOS;PRESION_MACRO;TEMPERATURA_MACRO;KPT_MACRO
VALVULA_4;202407;2024;7;2024-07-01;29089,064528632;;;;4,4770834267773045;25,053186364655755;4,700978827678269;;44590,0;True;False;-4,0;29089,064528632;;4,4770834267773045;25,053186364655755;4,700978827678269
VALVULA_4;202408;2024;8;2024-08-01;28590,17524;28680,314;-90,13876;-0,003152788;4,463810447;24,0039453;4,331522882;15,0;43213,0;True;False;-3,0;29848,770705978;28680,314000000002;4,465829264341749;26,217252447180243;5,125637238807673
VALVULA_4;202409;2024;9;2024-09-01;28333,48232;28725,21;-391,72768;-0,01382561;4,475286431;26,09429544;4,311287293;9,0;24470,0;True;False;-2,0;30470,326387874;28725,21;4,424657539844707;26,171902329382917;5,106433832
VALVULA_4;202410;2024;10;2024-10-01;32602,0268;33515,959;-913,9322;-0,028032987;4,439807403;26,31076652;4,273522634;10,0;12180,0;True;False;-1,0;29726,579832192998;33515,959;4,379243021346469;24,473431855500824;5,095684820694171
VALVULA_4;202411;2024;11;2024-11-01;28220,35;33556,244;-5335,894;-0,189079654;4,38;27,7;4,2;11,0;25830,0;True;False;0,0;19312,078962863;33556,244;4,390435927216415;23,46210375532327;5,095669797
VALVULA_4;202412;2024;12;2024-12-01;33298,66789;34177,349;-878,6811133;-0,026387876;4,386798894;23,78480021;4,259255857;12,0;;False;True;1,0;;34177,349;;;
VALVULA_4;202501;2025;1;2025-01-01;;33791,178;;;0,5703333333333334;;1,36343135925;12,0;;False;True;2,0;;33791,178;;;
VALVULA_4;202502;2025;2;2025-02-01;;22252,931;;;0,6076363636363636;;1,3998346733636364;11,0;;False;True;3,0;;22252,931;;;
VALVULA_4;202503;2025;3;2025-03-01;;35470,792;;;0,6284;;1,4200523437;10,0;;False;True;4,0;;35470,792;;;
VALVULA_4;202504;2025;4;2025-04-01;;31073,438;;;0,5967272727272728;;1,3891681703636365;22,0;;False;True;5,0;;31073,438;;;
VALVULA_4;202505;2025;5;2025-05-01;;29397,877;;;0,6076363636363636;;1,3998346733636364;11,0;;False;True;6,0;;29397,877;;;
VALVULA_4;202506;2025;6;2025-06-01;;28236,336;;;0,6076363636363636;;1,3998346733636364;11,0;;False;True;7,0;;28236,336;;;
VALVULA_4;202507;2025;7;2025-07-01;;33973,089;;;0,6076363636363636;;1,3998346733636364;11,0;;False;True;8,0;;33973,089;;;
VALVULA_4;202508;2025;8;2025-08-01;;30554,629;;;0,6284;;1,4200523437;10,0;;False;True;9,0;;30554,629;;;
VALVULA_4;202509;2025;9;2025-09-01;;32370,002999999997;;;0,6484;;1,4395264571;10,0;;False;True;10,0;;32370,002999999997;;;
VALVULA_4;202510;2025;10;2025-10-01;;34342,146;;;0,6484;;1,4395264571;10,0;;False;True;11,0;;34342,146;;;
VALVULA_4;202511;2025;11;2025-11-01;;39198,657;;;0,6185454545454546;;1,410456917;11,0;;False;True;12,0;;39198,657;;;
VALVULA_5;202407;2024;7;2024-07-01;831,4;;;;;;4,3;;100,0;True;False;-3,0;831,4;;;;4,3
VALVULA_5;202408;2024;8;2024-08-01;4334,42;;;;;;4,3;;1364,0;True;False;-2,0;4334,42;;;;4,3
VALVULA_5;202409;2024;9;2024-09-01;4432,4;4666,735;-234,335;-0,052868649;0,0;0,0;4,3;394,0;627,0;True;False;-1,0;4349,92;4666,735;;;4,3
VALVULA_5;202410;2024;10;2024-10-01;4743,0;4702,391;40,609;0,008561881;0,0;0,0;4,3;400,0;28,0;True;False;0,0;4084,0;4702,391;;;4,3
VALVULA_5;202411;2024;11;2024-11-01;4690,0;4964,727;-274,727;-0,058577186;0,0;0,0;4,3;399,0;;False;True;1,0;;4964,727;;;
VALVULA_5;202412;2024;12;2024-12-01;;4491,895;;;0,026045340050377834;;0,8438657014005038;397,0;;False;True;2,0;;4491,895;;;
VALVULA_5;202501;2025;1;2025-01-01;;4818,857;;;0,026007462686567163;;0,8438285658109452;402,0;;False;True;3,0;;4818,857;;;
VALVULA_5;202502;2025;2;2025-02-01;;4935,425;;;0,0260225;;0,8438433086399999;400,0;;False;True;4,0;;4935,425;;;
VALVULA_5;202503;2025;3;2025-03-01;;4866,239;;;0,02599257425742574;;0,843813968950495;404,0;;False;True;5,0;;4866,239;;;
VALVULA_5;202504;2025;4;2025-04-01;;4944,441;;;0,026110972568578552;;0,8439293477705735;802,0;;False;True;6,0;;4944,441;;;
VALVULA_5;202505;2025;5;2025-05-01;;4845,262;;;0,026239294710327456;;0,84405444195466;397,0;;False;True;7,0;;4845,262;;;
VALVULA_5;202506;2025;6;2025-06-01;;5483,756;;;0,026183168316831682;;0,8439994392475247;404,0;;False;True;8,0;;5483,756;;;
VALVULA_5;202507;2025;7;2025-07-01;;4925,483;;;0,026215000000000002;;0,8440306336399999;400,0;;False;True;9,0;;4925,483;;;
VALVULA_5;202508;2025;8;2025-08-01;;5105,857;;;0,026175308641975308;;0,843991736928395;405,0;;False;True;10,0;;5105,857;;;
VALVULA_5;202509;2025;9;2025-09-01;;4679,0960000000005;;;0,02619106699751861;;0,8440071797915633;403,0;;False;True;11,0;;4679,0960000000005;;;
VALVULA_5;202510;2025;10;2025-10-01;;4994,496;;;0,02619106699751861;;0,8440071797915633;403,0;;False;True;12,0;;4994,496;;;
VALVULA_5;202511;2025;11;2025-11-01;;5177,004;;;0,026167487684729065;;0,8439623152709359;406,0;;False;True;13,0;;5177,004;;;
